Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,MonthlyHours,TaxRate,OverallSatisfaction
26.0,No,Travel_Rarely,Research & Development,3,1,Medical,2,Male,79,3,1,Laboratory Technician,2,Single,16102.0,16102.0,1,No,14,4,0,0.0,3,1.0,0,0,203.82,0.0,2
33.0,No,Travel_Rarely,Research & Development,18,3,Medical,3,Male,87,3,2,Manufacturing Director,3,Divorced,26314.0,26314.0,2,No,14,3,1,2.0,2,4.0,7,0,302.46,0.0,2
40.0,No,Travel_Frequently,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,4647.0,26894.0,4,No,11,2,0,3.0,4,6.0,2,0,537.88,0.83,2
30.0,No,Travel_Frequently,Research & Development,19,1,Medical,4,Male,67,3,1,Laboratory Technician,4,Married,2613.0,9075.0,3,No,11,3,3,2.0,2,10.0,2,1,135.45,0.71,3
47.0,No,Travel_Rarely,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,2845.0,5070.0,4,No,19,4,0,2.0,4,5.0,13,13,63.38,0.44,2
40.0,No,Non-Travel,Research & Development,9,2,Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,13757.0,13934.0,2,Yes,11,3,1,5.0,3,9.0,2,0,290.29,0.01,2
52.0,No,Non-Travel,Research & Development,1,3,Technical Degree,3,Male,77,1,3,Manufacturing Director,1,Divorced,3482.0,4235.0,2,Yes,21,3,1,3.0,3,9.0,7,7,55.0,0.18,2
28.0,No,Travel_Rarely,Research & Development,8,3,Medical,3,Male,67,3,1,Research Scientist,4,Single,3441.0,6152.0,1,No,11,3,0,3.0,2,2.0,2,1,91.82,0.44,3
42.0,No,Travel_Frequently,Sales,18,4,Medical,2,Female,71,3,2,Sales Executive,1,Married,4523.0,15975.0,0,No,16,4,1,4.0,1,6.0,3,0,225.0,0.72,2
36.0,Yes,Travel_Rarely,Research & Development,14,3,Medical,3,Female,58,3,1,Laboratory Technician,4,Married,6962.0,22149.0,5,Yes,13,3,1,2.0,1,1.0,4,0,381.88,0.69,2
27.0,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Male,96,3,2,Manufacturing Director,1,Married,11275.0,11275.0,1,No,12,3,1,4.0,3,9.0,3,0,117.45,0.0,2
27.0,Yes,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2318.0,11539.0,4,Yes,11,2,0,2.0,3,1.0,2,0,240.4,0.8,2
49.0,No,Travel_Rarely,Research & Development,18,4,Life Sciences,3,Female,81,4,1,Laboratory Technician,4,Married,7122.0,7122.0,4,No,18,4,2,3.0,3,15.0,0,0,87.93,0.0,3
41.0,No,Travel_Rarely,Sales,10,4,Marketing,4,Male,77,3,2,Sales Executive,3,Divorced,3072.0,5915.0,1,Yes,12,4,1,2.0,4,1.0,2,0,76.82,0.48,3
35.0,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3408.0,6020.0,0,Yes,14,4,0,2.0,3,4.0,2,2,91.21,0.43,3
29.0,No,Travel_Rarely,Sales,26,3,Marketing,1,Female,52,2,2,Sales Executive,1,Married,3760.0,24162.0,1,No,15,1,1,5.0,3,3.0,7,4,464.65,0.84,1
33.0,No,Non-Travel,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,3055.0,20260.0,1,No,18,1,0,2.0,2,9.0,7,0,460.45,0.85,2
37.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,8989.0,9602.0,1,Yes,15,4,1,3.0,3,3.0,8,5,124.7,0.06,3
32.0,No,Travel_Frequently,Research & Development,2,4,Life Sciences,3,Male,53,3,2,Manufacturing Director,2,Single,2323.0,6524.0,9,Yes,11,4,0,3.0,3,10.0,14,5,123.09,0.64,3
44.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,5288.0,5454.0,3,No,14,1,1,2.0,3,12.0,2,2,76.82,0.03,2
31.0,No,Travel_Frequently,Human Resources,10,3,Medical,1,Female,59,3,1,Human Resources,4,Married,2097.0,2789.0,0,No,14,4,1,2.0,3,2.0,2,2,47.27,0.25,3
46.0,No,Travel_Rarely,Research & Development,6,1,Medical,4,Male,42,2,3,Healthcare Representative,1,Married,21457.0,21457.0,4,No,15,1,1,3.0,3,6.0,7,1,510.88,0.0,2
35.0,No,Travel_Rarely,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,2706.0,4898.0,1,No,18,1,1,3.0,3,4.0,3,1,68.03,0.45,2
33.0,No,Travel_Rarely,Research & Development,8,3,Life Sciences,4,Female,81,3,1,Laboratory Technician,3,Single,2909.0,13624.0,4,No,13,4,0,3.0,3,8.0,0,0,168.2,0.79,3
41.0,No,Travel_Frequently,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,4103.0,14977.0,3,Yes,12,2,1,2.0,2,9.0,7,7,199.69,0.73,2
43.0,No,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Female,68,3,4,Manufacturing Director,2,Married,2670.0,18235.0,4,Yes,12,1,1,3.0,3,1.0,16,15,268.16,0.85,2
28.0,No,Travel_Rarely,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,8463.0,10732.0,2,No,14,4,1,4.0,3,5.0,2,0,238.49,0.21,3
42.0,Yes,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,84,3,1,Laboratory Technician,1,Single,13008.0,15992.0,1,No,19,2,0,2.0,3,1.0,0,0,190.38,0.19,2
37.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,44,2,3,Manufacturing Director,2,Divorced,6447.0,19588.0,2,No,18,2,1,2.0,4,6.0,7,6,445.18,0.67,2
29.0,No,Travel_Rarely,Research & Development,18,4,Life Sciences,3,Male,80,3,2,Healthcare Representative,3,Married,4262.0,24594.0,1,Yes,14,4,2,2.0,4,3.0,2,0,307.43,0.83,3
54.0,No,Travel_Rarely,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5485.0,20161.0,1,Yes,13,1,1,4.0,3,5.0,5,1,240.01,0.73,2
42.0,No,Travel_Rarely,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,11411.0,11411.0,1,Yes,12,3,3,2.0,2,1.0,2,1,215.3,0.0,2
59.0,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,94,3,2,Manufacturing Director,2,Married,10512.0,17736.0,1,No,15,3,0,6.0,3,9.0,2,1,188.68,0.41,2
38.0,No,Travel_Rarely,Research & Development,18,1,Medical,1,Male,86,3,3,Healthcare Representative,3,Married,8984.0,9924.0,5,No,11,4,0,3.0,2,9.0,2,1,115.4,0.09,2
25.0,No,Travel_Rarely,Research & Development,4,4,Life Sciences,4,Female,30,3,2,Healthcare Representative,3,Married,2187.0,16143.0,0,Yes,16,2,0,3.0,3,2.0,2,1,538.1,0.86,3
31.0,No,Travel_Rarely,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9096.0,9096.0,0,No,15,3,1,2.0,2,13.0,2,0,107.01,0.0,2
29.0,No,Travel_Frequently,Sales,26,4,Marketing,1,Male,66,3,4,Manager,3,Married,4554.0,5594.0,2,No,14,3,1,3.0,2,10.0,6,4,84.76,0.19,2
34.0,No,Non-Travel,Human Resources,2,5,Medical,4,Female,79,4,2,Human Resources,1,Married,2029.0,12858.0,7,No,16,1,1,2.0,4,5.0,3,0,162.76,0.84,2
22.0,No,Non-Travel,Sales,2,1,Marketing,3,Female,36,3,2,Sales Executive,2,Married,2814.0,20497.0,0,Yes,13,1,3,2.0,2,4.0,2,1,569.36,0.86,2
45.0,Yes,Travel_Frequently,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,8059.0,13675.0,1,Yes,14,4,0,3.0,3,2.0,0,0,198.19,0.41,2
24.0,No,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Female,55,2,2,Laboratory Technician,4,Married,3202.0,15998.0,1,Yes,12,3,2,4.0,2,5.0,8,3,290.87,0.8,3
38.0,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,48,2,2,Sales Executive,4,Single,8237.0,16490.0,5,No,17,4,0,3.0,3,7.0,1,0,343.54,0.5,3
31.0,No,Travel_Frequently,Research & Development,18,1,Medical,2,Male,73,3,1,Laboratory Technician,4,Single,2610.0,7703.0,1,No,13,1,0,5.0,3,2.0,1,1,105.52,0.66,2
39.0,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,5902.0,6148.0,1,Yes,25,2,0,2.0,4,15.0,1,0,64.04,0.04,2
38.0,No,Travel_Rarely,Research & Development,1,2,Medical,4,Female,66,3,4,Research Director,4,Divorced,6615.0,12061.0,9,No,22,3,1,2.0,2,10.0,4,1,182.74,0.45,3
43.0,No,Travel_Frequently,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,8429.0,8429.0,1,No,13,4,1,2.0,3,7.0,4,1,85.14,0.0,3
49.0,No,Travel_Rarely,Research & Development,3,5,Technical Degree,4,Male,32,3,2,Research Scientist,3,Single,2302.0,6651.0,3,Yes,20,2,0,0.0,3,3.0,2,2,207.84,0.65,3
33.0,No,Travel_Frequently,Sales,16,3,Life Sciences,2,Male,90,3,2,Sales Executive,2,Single,7725.0,16379.0,2,No,12,2,0,2.0,4,13.0,2,1,181.99,0.53,2
23.0,No,Travel_Rarely,Sales,20,3,Life Sciences,4,Male,90,3,2,Sales Executive,3,Single,2819.0,12916.0,1,No,14,4,0,3.0,3,3.0,7,0,143.51,0.78,3
37.0,No,Travel_Frequently,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,2996.0,3356.0,1,Yes,13,2,1,2.0,2,4.0,0,0,78.05,0.11,1
24.0,No,Non-Travel,Research & Development,1,4,Life Sciences,4,Male,53,3,3,Manufacturing Director,3,Divorced,3162.0,9659.0,7,No,17,1,1,2.0,1,5.0,4,1,182.25,0.67,2
29.0,No,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,2119.0,20943.0,1,No,19,3,1,4.0,3,7.0,2,0,410.65,0.9,2
29.0,No,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,73,3,2,Sales Executive,4,Divorced,2062.0,9250.0,2,No,11,3,1,2.0,2,3.0,2,0,126.71,0.78,2
42.0,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Male,43,3,1,Laboratory Technician,3,Divorced,5538.0,19920.0,3,Yes,22,4,1,2.0,1,0.0,0,0,463.26,0.72,3
53.0,No,Travel_Rarely,Research & Development,4,3,Medical,1,Male,62,4,1,Laboratory Technician,3,Divorced,16031.0,16031.0,8,No,12,2,1,4.0,2,3.0,2,2,258.56,0.0,2
44.0,No,Travel_Rarely,Sales,1,2,Technical Degree,2,Female,66,3,3,Manager,4,Married,11038.0,13320.0,3,Yes,14,3,1,2.0,1,12.0,4,0,201.82,0.17,2
30.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4658.0,6877.0,0,No,18,2,1,4.0,3,5.0,2,2,146.32,0.32,2
32.0,No,Travel_Frequently,Sales,26,2,Life Sciences,3,Male,92,3,4,Manager,4,Married,3433.0,19494.0,1,Yes,12,4,2,3.0,4,5.0,12,4,211.89,0.82,3
36.0,Yes,Non-Travel,Research & Development,4,1,Technical Degree,4,Female,32,3,1,Laboratory Technician,4,Married,4605.0,5674.0,1,Yes,15,2,1,3.0,4,9.0,7,5,177.31,0.19,3
30.0,No,Travel_Rarely,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,18500.0,18500.0,1,No,11,4,1,2.0,3,5.0,2,0,342.59,0.0,3
33.0,Yes,Travel_Frequently,Research & Development,14,4,Life Sciences,2,Male,72,3,1,Research Scientist,2,Married,4510.0,4682.0,9,Yes,18,1,3,6.0,3,7.0,4,4,65.03,0.04,2
38.0,No,Non-Travel,Research & Development,2,4,Life Sciences,3,Female,32,3,1,Research Scientist,4,Divorced,5329.0,7747.0,0,Yes,18,2,1,2.0,1,13.0,2,2,242.09,0.31,2
30.0,No,Travel_Rarely,Research & Development,9,4,Medical,2,Female,48,3,2,Research Scientist,3,Single,9667.0,18698.0,1,No,19,2,0,3.0,3,7.0,7,0,389.54,0.48,2
38.0,No,Travel_Frequently,Sales,3,3,Medical,2,Male,78,3,1,Sales Representative,2,Married,3692.0,4968.0,1,No,19,4,1,3.0,3,5.0,0,0,63.69,0.26,2
44.0,Yes,Travel_Rarely,Sales,3,2,Life Sciences,1,Male,65,3,2,Sales Executive,3,Single,2818.0,24785.0,9,No,14,1,0,2.0,3,3.0,2,2,381.31,0.89,2
28.0,No,Travel_Rarely,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,2070.0,3835.0,2,No,13,4,3,2.0,3,5.0,7,7,50.46,0.46,2
35.0,No,Travel_Rarely,Research & Development,4,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,10685.0,13248.0,6,No,21,4,0,2.0,3,17.0,2,1,281.87,0.19,2
27.0,Yes,Travel_Rarely,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,7880.0,21530.0,9,No,17,3,0,3.0,3,8.0,12,6,391.45,0.63,2
35.0,No,Travel_Frequently,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,5182.0,5182.0,7,Yes,15,4,0,2.0,3,2.0,4,1,95.96,0.0,3
26.0,No,Travel_Frequently,Research & Development,11,3,Medical,1,Male,43,3,1,Research Scientist,2,Married,2544.0,24440.0,1,No,13,4,1,3.0,3,7.0,1,1,568.37,0.9,2
32.0,No,Travel_Rarely,Research & Development,1,2,Medical,3,Female,58,3,2,Laboratory Technician,4,Single,10781.0,10781.0,1,No,23,4,0,3.0,3,6.0,8,3,185.88,0.0,3
30.0,No,Travel_Rarely,Sales,7,3,Technical Degree,2,Female,100,4,2,Sales Executive,4,Married,12241.0,12241.0,4,No,11,2,1,2.0,2,5.0,7,7,122.41,0.0,2
35.0,No,Travel_Rarely,Research & Development,1,5,Medical,1,Male,95,4,4,Research Director,3,Divorced,3506.0,22578.0,4,No,19,3,1,3.0,3,3.0,1,0,237.66,0.84,2
26.0,No,Travel_Frequently,Sales,1,3,Life Sciences,1,Female,59,2,1,Sales Representative,1,Single,6397.0,11473.0,4,No,14,1,0,6.0,2,6.0,0,0,194.46,0.44,1
30.0,No,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Male,49,1,3,Manufacturing Director,4,Single,7140.0,21698.0,4,No,11,1,0,2.0,2,7.0,4,0,442.82,0.67,2
31.0,No,Travel_Rarely,Research & Development,21,2,Medical,3,Male,36,3,2,Manufacturing Director,3,Divorced,16439.0,16439.0,2,No,16,2,1,4.0,3,5.0,3,0,456.64,0.0,2
38.0,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Female,94,2,1,Research Scientist,2,Divorced,3306.0,23737.0,5,No,12,4,1,5.0,3,9.0,2,1,252.52,0.86,2
40.0,No,Travel_Rarely,Sales,4,2,Marketing,4,Male,33,2,5,Manager,2,Married,9946.0,9946.0,2,No,14,3,1,2.0,3,8.0,4,0,301.39,0.0,2
37.0,No,Travel_Frequently,Research & Development,7,4,Other,2,Male,65,3,1,Research Scientist,4,Single,23293.0,23293.0,2,No,18,3,0,3.0,3,6.0,2,0,358.35,0.0,3
50.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,83,2,1,Research Scientist,2,Single,11757.0,19237.0,1,No,13,4,0,2.0,4,8.0,0,0,231.77,0.39,3
35.0,No,Travel_Rarely,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,23683.0,23683.0,3,No,18,3,1,3.0,3,3.0,2,2,503.89,0.0,3
31.0,Yes,Travel_Frequently,Research & Development,17,2,Life Sciences,4,Male,97,3,1,Laboratory Technician,2,Married,3372.0,5617.0,1,No,13,1,1,4.0,1,10.0,0,0,57.91,0.4,2
52.0,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Female,79,3,2,Laboratory Technician,3,Married,3212.0,22845.0,1,No,18,1,1,3.0,3,2.0,4,1,289.18,0.86,2
43.0,No,Travel_Rarely,Research & Development,4,4,Medical,1,Male,82,2,1,Laboratory Technician,2,Married,7898.0,8192.0,8,No,11,4,0,2.0,3,10.0,4,0,99.9,0.04,2
42.0,No,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,42,3,3,Healthcare Representative,1,Married,22792.0,22792.0,4,No,12,3,2,4.0,3,0.0,2,0,542.67,0.0,2
42.0,Yes,Non-Travel,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,2936.0,24852.0,1,No,12,1,0,1.0,3,6.0,0,0,261.6,0.88,2
46.0,Yes,Travel_Rarely,Research & Development,29,2,Medical,3,Female,71,2,1,Laboratory Technician,2,Single,11652.0,13225.0,0,No,11,2,0,2.0,4,19.0,4,1,186.27,0.12,2
52.0,No,Travel_Rarely,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,9752.0,10445.0,5,No,13,2,0,4.0,2,8.0,5,0,125.84,0.07,2
38.0,No,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Male,46,3,1,Human Resources,3,Divorced,11510.0,15428.0,0,No,21,1,1,2.0,4,11.0,3,1,335.39,0.25,2
49.0,No,Travel_Rarely,Research & Development,3,4,Medical,2,Female,93,2,3,Research Director,3,Married,3580.0,21526.0,1,No,18,3,0,2.0,3,4.0,2,0,231.46,0.83,2
33.0,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,2622.0,20335.0,9,No,14,1,1,3.0,3,3.0,7,0,322.78,0.87,2
35.0,No,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,32,1,2,Healthcare Representative,3,Divorced,3755.0,17056.0,2,Yes,13,4,1,3.0,3,8.0,3,1,533.0,0.78,3
45.0,No,Non-Travel,Research & Development,2,3,Medical,4,Male,39,4,4,Research Director,2,Single,3633.0,19764.0,4,No,12,2,0,2.0,2,9.0,8,8,506.77,0.82,2
34.0,No,Travel_Frequently,Sales,1,5,Marketing,1,Male,79,3,2,Sales Executive,3,Married,6074.0,9282.0,7,No,12,3,1,3.0,2,9.0,0,0,117.49,0.35,2
42.0,No,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Female,82,1,2,Research Scientist,4,Single,19368.0,19368.0,1,No,13,2,0,6.0,3,4.0,11,11,236.2,0.0,2
35.0,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Female,87,3,2,Healthcare Representative,4,Divorced,4788.0,24483.0,1,No,19,4,1,2.0,4,3.0,4,1,281.41,0.8,3
55.0,No,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,16620.0,16620.0,5,No,11,3,0,2.0,2,7.0,0,0,218.68,0.0,3
38.0,No,Travel_Rarely,Research & Development,5,5,Medical,3,Male,50,1,2,Laboratory Technician,1,Single,3210.0,23447.0,1,Yes,14,1,0,4.0,3,15.0,7,1,468.94,0.86,1
47.0,No,Travel_Rarely,Human Resources,5,3,Life Sciences,3,Female,84,3,4,Manager,2,Divorced,3294.0,17588.0,1,Yes,11,2,1,3.0,3,3.0,9,0,209.38,0.81,2
28.0,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,Male,47,4,1,Research Scientist,3,Single,8722.0,15318.0,3,Yes,14,1,0,2.0,3,10.0,1,0,325.91,0.43,2
24.0,Yes,Non-Travel,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,2042.0,6110.0,2,Yes,12,1,2,2.0,3,3.0,4,1,89.85,0.67,2
32.0,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,66,3,2,Research Scientist,2,Divorced,3038.0,19332.0,1,No,12,3,1,2.0,3,5.0,8,7,292.91,0.84,3
49.0,Yes,Travel_Rarely,Research & Development,1,5,Life Sciences,3,Male,100,4,3,Manufacturing Director,2,Single,8931.0,18711.0,1,No,11,1,0,2.0,3,1.0,8,4,187.11,0.52,2
48.0,No,Travel_Rarely,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,25265.0,25265.0,1,No,13,3,2,3.0,3,8.0,3,1,382.8,0.0,2
32.0,No,Travel_Rarely,Sales,10,4,Marketing,4,Male,79,3,2,Sales Executive,4,Single,26075.0,26075.0,8,No,13,3,0,3.0,4,9.0,0,0,330.06,0.0,3
24.0,No,Non-Travel,Research & Development,16,3,Medical,3,Male,49,3,1,Research Scientist,3,Single,2122.0,2122.0,1,No,14,3,0,3.0,2,3.0,3,1,43.31,0.0,2
43.0,No,Travel_Frequently,Research & Development,24,1,Life Sciences,1,Female,52,3,2,Research Scientist,4,Single,5340.0,10820.0,7,No,13,1,0,1.0,3,8.0,7,1,208.08,0.51,2
30.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,5598.0,15402.0,1,No,15,1,3,3.0,3,3.0,2,1,158.78,0.64,2
33.0,Yes,Travel_Rarely,Sales,3,2,Medical,4,Male,41,3,2,Sales Executive,3,Married,3600.0,17778.0,4,Yes,18,1,0,2.0,2,11.0,0,0,433.61,0.8,2
60.0,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,5220.0,22573.0,6,No,11,2,2,3.0,3,11.0,0,0,370.05,0.77,2
34.0,No,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Female,54,3,3,Manufacturing Director,4,Single,11631.0,18706.0,1,No,11,3,0,6.0,3,11.0,9,0,346.41,0.38,3
28.0,No,Travel_Frequently,Research & Development,4,2,Medical,4,Male,87,3,1,Laboratory Technician,3,Married,2596.0,26176.0,7,No,19,4,1,2.0,2,1.0,0,0,300.87,0.9,3
31.0,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,57,2,2,Sales Executive,2,Divorced,2218.0,12227.0,2,No,11,3,1,2.0,3,4.0,4,0,214.51,0.82,2
29.0,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,33,4,2,Healthcare Representative,4,Single,6623.0,19383.0,0,No,13,3,0,2.0,2,1.0,7,1,587.36,0.66,3
51.0,No,Travel_Rarely,Research & Development,3,2,Medical,3,Female,43,2,2,Laboratory Technician,1,Married,13142.0,23070.0,4,No,25,1,1,1.0,3,5.0,2,1,536.51,0.43,2
37.0,No,Travel_Rarely,Research & Development,26,1,Technical Degree,1,Male,92,2,1,Research Scientist,3,Divorced,2073.0,15891.0,1,No,20,3,3,3.0,3,3.0,4,0,172.73,0.87,2
39.0,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,14506.0,14506.0,2,No,12,1,0,2.0,3,1.0,3,1,166.74,0.0,2
40.0,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Male,88,3,4,Manager,2,Single,10322.0,15896.0,1,No,19,2,0,6.0,3,18.0,10,0,180.64,0.35,2
32.0,No,Travel_Frequently,Research & Development,21,3,Medical,2,Female,79,4,1,Laboratory Technician,2,Married,8998.0,13637.0,1,No,18,4,3,2.0,3,9.0,11,2,172.62,0.34,3
28.0,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Male,85,4,2,Healthcare Representative,2,Single,4779.0,15530.0,3,No,12,1,0,2.0,1,8.0,2,1,182.71,0.69,2
43.0,No,Travel_Rarely,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,5033.0,17603.0,0,No,13,2,0,3.0,3,14.0,7,1,181.47,0.71,2
24.0,No,Travel_Rarely,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,2127.0,7108.0,1,No,17,2,0,2.0,1,1.0,4,1,71.08,0.7,2
30.0,Yes,Travel_Frequently,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,2083.0,25846.0,1,No,15,4,1,2.0,3,1.0,14,6,453.44,0.92,2
51.0,No,Travel_Rarely,Sales,26,3,Marketing,3,Male,77,3,4,Sales Executive,2,Married,14864.0,14864.0,5,No,14,4,1,2.0,4,10.0,4,4,193.04,0.0,3
26.0,No,Travel_Frequently,Sales,2,4,Life Sciences,3,Female,67,3,2,Sales Executive,3,Married,2741.0,19665.0,4,No,22,2,2,2.0,4,7.0,7,5,293.51,0.86,3
34.0,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Male,59,2,2,Sales Executive,4,Single,12930.0,12930.0,4,No,22,3,0,3.0,4,4.0,3,0,219.15,0.0,2
28.0,No,Travel_Rarely,Research & Development,3,2,Medical,3,Male,48,3,1,Research Scientist,1,Divorced,3464.0,3995.0,1,Yes,13,4,1,4.0,4,3.0,2,2,83.23,0.13,3
36.0,No,Travel_Rarely,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4663.0,6698.0,1,No,16,4,0,2.0,3,3.0,4,0,83.72,0.3,2
47.0,No,Non-Travel,Research & Development,3,4,Other,3,Female,44,3,1,Research Scientist,3,Married,2997.0,11957.0,3,No,16,1,1,3.0,3,13.0,2,2,271.75,0.75,2
44.0,Yes,Travel_Rarely,Research & Development,6,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,4303.0,5743.0,7,Yes,21,4,0,3.0,1,10.0,2,2,82.04,0.25,2
42.0,No,Travel_Rarely,Sales,10,3,Marketing,4,Female,55,3,2,Sales Executive,4,Single,2372.0,21703.0,1,No,12,4,0,2.0,2,1.0,7,0,394.6,0.89,3
32.0,No,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,10400.0,23793.0,1,Yes,15,1,2,2.0,3,14.0,7,1,258.62,0.56,3
26.0,No,Travel_Frequently,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,4294.0,6219.0,4,No,22,4,2,2.0,4,7.0,7,5,94.23,0.31,3
33.0,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,88,2,3,Manufacturing Director,3,Single,4878.0,20925.0,1,No,22,3,0,2.0,3,9.0,8,5,237.78,0.77,2
30.0,No,Travel_Rarely,Research & Development,16,3,Medical,1,Male,84,4,1,Laboratory Technician,2,Married,6347.0,16479.0,0,No,13,3,1,2.0,3,11.0,4,0,196.18,0.61,2
30.0,Yes,Travel_Rarely,Research & Development,5,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,4779.0,20898.0,1,Yes,14,1,1,3.0,3,3.0,7,1,237.48,0.77,2
29.0,No,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,82,2,2,Laboratory Technician,3,Divorced,2272.0,6227.0,1,No,11,2,1,2.0,4,5.0,7,0,75.94,0.64,2
54.0,No,Travel_Frequently,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,10502.0,23258.0,2,Yes,13,3,0,2.0,3,5.0,4,1,239.77,0.55,3
27.0,No,Non-Travel,Research & Development,5,4,Life Sciences,4,Male,56,2,2,Manufacturing Director,4,Single,2566.0,10138.0,8,No,24,2,0,2.0,3,1.0,0,0,181.04,0.75,3
